"ground_truth_output","num_queries","original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text","result_type"
1.0,622.0,1.0,0.00010728836059570312,"[[bryant]] 's 25 [[helps]] [[lakers]] [[beat]] clippers \( [[ap]] \) ap [[kobe]] [[bryant]] [[scored]] 25 [[points]] and the [[los]] [[angeles]] [[lakers]] [[got]] [[major]] [[contributions]] from their ever [[improving]] [[reserves]] [[friday]] [[night]] , [[beating]] the clippers 113 102 in a preseason [[game]]",3.0,0.8773187398910522,"[[landry]] 's 25 [[assists]] [[grizzlies]] [[hit]] clippers \( [[pa]] \) ap [[fibreglass]] [[lakers]] [[embossed]] 25 [[pixels]] and the [[las]] [[sacramento]] [[mavericks]] [[recieve]] [[bulk]] [[help]] from their ever [[improves]] [[storage]] [[sonntag]] [[evenings]] , [[beat]] the clippers 113 102 in a preseason [[games]]","Successful"
0.0,84.0,0.0,0.3096461892127991,"presidential winner [[faces]] ' twin deficits ' battle \( afp \) afp whoever wins the november 2 presidential election will inherit massive budget and trade deficits that pose huge economic challenges that will give little relief for president george w bush or rival john kerry",2.0,0.7878129482269287,"presidential winner [[sides]] ' twin deficits ' battle \( afp \) afp whoever wins the november 2 presidential election will inherit massive budget and trade deficits that pose huge economic challenges that will give little relief for president george w bush or rival john kerry","Successful"
1.0,597.0,1.0,6.020069122314453e-05,"european [[tour]] [[hopes]] [[still]] [[high]] in [[canada]] [[hopes]] of another european tour [[victory]] on the us pga tour [[remained]] [[high]] as jesper parnevik and [[vijay]] [[singh]] [[enjoyed]] a [[share]] of [[second]] [[place]] after the [[third]] [[round]] of the bell canadian open at the glen abbey [[course]] in [[ontario]]",2.0,0.9040329456329346,"european [[tower]] [[trusts]] [[subsequently]] [[largest]] in [[fannie]] [[outlook]] of another european tour [[earning]] on the us pga tour [[conserved]] [[upper]] as jesper parnevik and [[sanjay]] [[sanjay]] [[benefitted]] a [[stocks]] of [[sec]] [[plaza]] after the [[iii]] [[rounding]] of the bell canadian open at the glen abbey [[manner]] in [[provinces]]","Successful"
1.0,158.0,1.0,6.842613220214844e-05,"ancelotti demands more from 39 [[world]] 39 s [[best]] [[defence]] 39 [[ac]] [[milan]] [[coach]] carlo ancelotti said he expects [[better]] from his defence after the [[shock]] 2 1 home defeat to promoted messina on wednesday",0.0,0.5071016550064087,"ancelotti demands more from 39 [[mundo]] 39 s [[most]] [[campaigner]] 39 [[ca]] [[caen]] [[buses]] carlo ancelotti said he expects [[more]] from his defence after the [[upheavals]] 2 1 home defeat to promoted messina on wednesday","Successful"
1.0,293.0,1.0,6.091594696044922e-05,"espn com [[news]] services six months ago , scottie pippen [[issued]] a quot this is [[probably]] it for me [[quot]] [[declaration]] , that [[last]] season was [[looking]] more and more like his [[last]] in an nba [[uniform]]",1.0,0.00010883808135986328,"espn com [[beginner]] services six months ago , scottie pippen [[publication]] a quot this is [[eventually]] it for me [[nbsp]] [[announce]] , that [[ultimate]] season was [[studying]] more and more like his [[latest]] in an nba [[united]]","Failed"
0.0,1.0,2.0,0.9995579719543457,"stern to join sirius satellite radio new york howard stern has long had two words for the federal communications commission and in 15 months , he can finally utter them on the air the self proclaimed king of all media , perhaps the most influential radio voice of the last 20 years , is shifting his salacious act to satellite radio and freeing himself from the increasingly harsh glare of federal regulators",2.0,0.9995579719543457,"stern to join sirius satellite radio new york howard stern has long had two words for the federal communications commission and in 15 months , he can finally utter them on the air the self proclaimed king of all media , perhaps the most influential radio voice of the last 20 years , is shifting his salacious act to satellite radio and freeing himself from the increasingly harsh glare of federal regulators","Skipped"
3.0,226.0,3.0,0.0009548068046569824,"itunes now selling [[band]] [[aid]] song ipod [[owners]] can [[download]] the band aid [[single]] after [[apple]] reaches [[agreement]] with the [[charity]]",2.0,0.5432462692260742,"itunes now selling [[bet]] [[aides]] song ipod [[malik]] can [[landing]] the band aid [[incomparable]] after [[potato]] reaches [[contracting]] with the [[philanthropist]]","Successful"
3.0,167.0,3.0,0.004199683666229248,"ibm unveils [[security]] intel [[service]] , notes big jump in [[attacks]] ibm has launched a new intelligence [[service]] to give enterprises a monthly report showing the big picture of security attacks and other business threats , the armonk , ny [[based]] giant said tuesday",2.0,0.7419413328170776,"ibm unveils [[secured]] intel [[serve]] , notes big jump in [[blasts]] ibm has launched a new intelligence [[serve]] to give enterprises a monthly report showing the big picture of security attacks and other business threats , the armonk , ny [[entrenched]] giant said tuesday","Successful"
3.0,93.0,3.0,0.0006440281867980957,"[[attacks]] disrupt some credit [[card]] transactions flood of data interrupts authorize [[net]] 's credit card processing for internet merchants , leaving the company scrambling",2.0,0.5281974077224731,"[[bombers]] disrupt some credit [[cardboard]] transactions flood of data interrupts authorize [[nabbed]] 's credit card processing for internet merchants , leaving the company scrambling","Successful"
2.0,92.0,2.0,0.032360196113586426,"ibm 39 to sell pc business 39 ibm is reportedly in talks to [[sell]] its personal computer [[business]] it would mark the end of an era for the company that brought the computer into the mainstream when it began selling its desktop pc to corporations and consumers in 1981",3.0,0.5331319570541382,"ibm 39 to sell pc business 39 ibm is reportedly in talks to [[resell]] its personal computer [[businesses]] it would mark the end of an era for the company that brought the computer into the mainstream when it began selling its desktop pc to corporations and consumers in 1981","Successful"
1.0,535.0,1.0,0.0005630850791931152,"[[sporting]] [[news]] bonds is player of year pujols fourth [[san]] francisco [[giants]] [[slugger]] barry bonds , who [[hit]] 362 , [[set]] a [[record]] with 232 walks and [[topped]] 700 career [[homers]] , was named 2004 player of the year by the [[sporting]] [[news]]",1.0,0.006957292556762695,"[[sports]] [[journalist]] bonds is player of year pujols fourth [[vicente]] francisco [[cowboys]] [[hitter]] barry bonds , who [[slugged]] 362 , [[settings]] a [[album]] with 232 walks and [[overwhelmed]] 700 career [[innings]] , was named 2004 player of the year by the [[sportsmen]] [[newspaper]]","Failed"
0.0,680.0,0.0,0.00026100873947143555,"[[spanish]] [[pm]] to [[host]] french , [[german]] [[allies]] in madrid summit \( afp \) afp [[sealing]] [[ratification]] of an eu [[constitution]] and the [[question]] of [[terrorism]] [[will]] [[top]] the [[agenda]] when [[spanish]] prime [[minister]] [[jose]] [[luis]] [[rodriguez]] zapatero welcomes [[french]] [[president]] [[jacques]] [[chirac]] and german [[chancellor]] [[gerhard]] [[schroeder]] to a summit [[meeting]] [[monday]]",2.0,0.5252639651298523,"[[frenchman]] [[afternoon]] to [[benefited]] french , [[germany]] [[associates]] in madrid summit \( afp \) afp [[closing]] [[approval]] of an eu [[shaping]] and the [[concerns]] of [[counterterrorism]] [[willpower]] [[culminating]] the [[emission]] when [[french]] prime [[president]] [[chavez]] [[franz]] [[nestor]] zapatero welcomes [[parisian]] [[minister]] [[terence]] [[gorbachev]] and german [[counselors]] [[klaus]] [[schmidt]] to a summit [[conversations]] [[yesterday]]","Successful"
0.0,415.0,0.0,0.000288546085357666,"australian employee of [[canadian]] oil company reportedly abducted in [[yemen]] \( [[canadian]] [[press]] \) canadian [[press]] [[canberra]] , australia \( ap \) [[diplomats]] [[investigated]] [[tuesday]] a report that an australian [[oil]] engineer had been abducted in [[yemen]] by [[armed]] tribesmen , but a [[conflicting]] [[report]] from [[yemen]] [[said]] there was no [[kidnapping]]",3.0,0.8412160277366638,"australian employee of [[winnipeg]] oil company reportedly abducted in [[mogadishu]] \( [[calgary]] [[newspapers]] \) canadian [[journalist]] [[monash]] , australia \( ap \) [[ambassador]] [[exploring]] [[thu]] a report that an australian [[hydrocarbon]] engineer had been abducted in [[saba]] by [[bras]] tribesmen , but a [[incompatibility]] [[communicate]] from [[arabia]] [[explain]] there was no [[misappropriation]]","Successful"
2.0,106.0,2.0,0.0007444024085998535,"microsoft [[storms]] india microsoft is making big news in india this week by expanding its [[hyderabad]] campus and signing two lucrative deals in asias fourth largest economy",0.0,0.976538896560669,"microsoft [[typhoon]] india microsoft is making big news in india this week by expanding its [[peshawar]] campus and signing two lucrative deals in asias fourth largest economy","Successful"
0.0,1.0,2.0,0.6919265389442444,"german investor confidence slumped in september berlin german investor confidence dropped sharply in september , a key economic indicator released tuesday showed amid concerns about the impact of high oil prices on consumer demand and the outlook for the global economy",2.0,0.6919265389442444,"german investor confidence slumped in september berlin german investor confidence dropped sharply in september , a key economic indicator released tuesday showed amid concerns about the impact of high oil prices on consumer demand and the outlook for the global economy","Skipped"
3.0,511.0,3.0,0.0004349350929260254,"cassini [[space]] [[probe]] [[spots]] two [[new]] [[saturn]] [[moons]] \( reuters \) reuters two [[new]] [[moons]] were [[spotted]] around [[saturn]] by the cassini space [[probe]] , [[raising]] the [[total]] to 33 [[moons]] for the [[ringed]] [[planet]] , [[nasa]] [[said]] on [[monday]]",3.0,0.11435621976852417,"cassini [[spaceship]] [[examines]] [[rivets]] two [[nouveau]] [[gemini]] [[luna]] \( reuters \) reuters two [[nouveau]] [[luna]] were [[discolored]] around [[gemini]] by the cassini space [[inquiry]] , [[raised]] the [[totaling]] to 33 [[luna]] for the [[circled]] [[tierra]] , [[cosmonaut]] [[claimed]] on [[domingos]]","Failed"
2.0,47.0,2.0,0.23074597120285034,"key australia [[us]] fta deadline passes a key deadline to bring australia 39 s free trade agreement with the united states into force has expired but the australian government is still confident the deal will come into effect next year , as louise willis reports",0.0,0.6568288803100586,"key australia [[we]] fta deadline passes a key deadline to bring australia 39 s free trade agreement with the united states into force has expired but the australian government is still confident the deal will come into effect next year , as louise willis reports","Successful"
0.0,313.0,0.0,0.00031316280364990234,"u s says new images [[show]] iran [[plans]] nuclear bomb [[vienna]] \( [[reuters]] \) a senior [[u]] s official said on thursday that satellite [[photographs]] of a suspected nuclear industrial site in iran demonstrated its intention to develop [[atomic]] weapons , an [[allegation]] [[tehran]] [[dismissed]] as a new lie",3.0,0.5362449288368225,"u s says new images [[showcases]] iran [[schematics]] nuclear bomb [[salzburg]] \( [[newsday]] \) a senior [[umm]] s official said on thursday that satellite [[artwork]] of a suspected nuclear industrial site in iran demonstrated its intention to develop [[neutron]] weapons , an [[recriminations]] [[arabian]] [[emitted]] as a new lie","Successful"
3.0,289.0,3.0,0.0003437995910644531,"tgn [[sync]] [[proposes]] [[new]] wlan [[standard]] the battle over [[home]] [[entertainment]] [[networking]] is heating up as a coalition [[proposes]] yet another standard for the ieee 39 s [[consideration]]",2.0,0.8933790922164917,"tgn [[timed]] [[suggesting]] [[newer]] wlan [[yardstick]] the battle over [[residences]] [[entertain]] [[networks]] is heating up as a coalition [[recommends]] yet another standard for the ieee 39 s [[analyze]]","Successful"
2.0,443.0,2.0,0.0004677772521972656,"[[sec]] may [[put]] [[end]] to [[quid]] pro quo \( usatoday com \) usatoday com the securities and exchange [[commission]] is expected to vote [[wednesday]] to [[prohibit]] [[mutual]] fund companies from funneling [[stock]] [[trades]] to [[brokerage]] [[firms]] that [[agree]] to [[promote]] their [[funds]] to [[investors]]",0.0,0.5484102964401245,"[[seconds]] may [[presented]] [[expires]] to [[pounds]] pro quo \( usatoday com \) usatoday com the securities and exchange [[junta]] is expected to vote [[thu]] to [[avoids]] [[common]] fund companies from funneling [[supplies]] [[loom]] to [[idler]] [[industries]] that [[ratify]] to [[boost]] their [[hacienda]] to [[capitalists]]","Successful"
1.0,519.0,1.0,0.00121384859085083,"[[far]] from fun and [[games]] for jones [[athens]] , greece [[so]] other than your [[anemic]] , fifth [[place]] [[finish]] in the long jump and the [[missed]] [[baton]] pass in the 400 [[meter]] relay for a big [[fat]] quot [[did]] not [[finish]] , 39 39 how [[did]] your [[day]] [[go]] , [[marion]] [[jones]] \?",0.0,0.5173420906066895,"[[substantially]] from fun and [[ballgame]] for jones [[greco]] , greece [[whereby]] other than your [[lifeless]] , fifth [[plaza]] [[finishes]] in the long jump and the [[raped]] [[projectile]] pass in the 400 [[counters]] relay for a big [[obesity]] quot [[gets]] not [[finite]] , 39 39 how [[does]] your [[dates]] [[disappear]] , [[mariana]] [[joneses]] \?","Successful"
0.0,86.0,0.0,0.0006316304206848145,"georgian president calls for international conference on south ossetia tbilisi , georgia georgian president mikhail saakashvili appealed to world leaders tuesday to convene an international conference on the [[conflict]] in breakaway south ossetia , where daily exchanges of gunfire threaten to spark",1.0,0.8632083535194397,"georgian president calls for international conference on south ossetia tbilisi , georgia georgian president mikhail saakashvili appealed to world leaders tuesday to convene an international conference on the [[clash]] in breakaway south ossetia , where daily exchanges of gunfire threaten to spark","Successful"
3.0,256.0,3.0,0.0009156465530395508,"apple ipod holds sway in japan [[juliana]] [[sasaki]] did not bother [[checking]] out sony 39 s digital music player in [[tokyo]] before buying her ipod mini quot i knew sony and other companies had mp3 players , but they can 39 t beat the [[mini]] , quot [[says]] sasaki , 23 , a language teacher",2.0,0.5702695846557617,"apple ipod holds sway in japan [[isabel]] [[yuko]] did not bother [[audits]] out sony 39 s digital music player in [[japan]] before buying her ipod mini quot i knew sony and other companies had mp3 players , but they can 39 t beat the [[micro]] , quot [[pointed]] sasaki , 23 , a language teacher","Successful"
2.0,100.0,2.0,0.0027688145637512207,"microsoft opens software development center in [[india]] \( update3 \) [[microsoft]] [[corp]] , the world 39 s largest software maker , will [[hire]] several hundred 39 39 people in the next year at its development center in india , expanding its workforce of 800 , chief executive steve ballmer said",3.0,0.8705780506134033,"microsoft opens software development center in [[indie]] \( update3 \) [[adobe]] [[corps]] , the world 39 s largest software maker , will [[conscript]] several hundred 39 39 people in the next year at its development center in india , expanding its workforce of 800 , chief executive steve ballmer said","Successful"
1.0,436.0,1.0,9.298324584960938e-05,"plane of [[nascar]] [[team]] hendrick [[missing]] race [[fans]] [[wave]] american [[flags]] in the stands during the [[singing]] of the [[national]] [[anthem]] [[prior]] to the [[start]] of the [[nascar]] subway 500 stock [[car]] [[race]] at martinsville [[speedway]] in martinsville , [[va]]",2.0,0.6013152599334717,"plane of [[daytona]] [[tasks]] hendrick [[dissipated]] race [[disciples]] [[surge]] american [[brand]] in the stands during the [[cappella]] of the [[patriotic]] [[ode]] [[ago]] to the [[startup]] of the [[speedway]] subway 500 stock [[automobile]] [[groceries]] at martinsville [[daytona]] in martinsville , [[ca]]","Successful"
1.0,528.0,1.0,7.987022399902344e-05,"testaverde [[accepts]] parcells 39 [[nomination]] who would [[have]] [[thought]] that the [[dallas]] [[cowboys]] 39 [[offense]] would [[be]] the least of coach [[bill]] parcells [[problems]] \? after [[cutting]] their starting [[quarterback]] in [[training]] [[camp]] , signing a controversial",1.0,0.0022768378257751465,"testaverde [[accept]] parcells 39 [[inauguration]] who would [[do]] [[thinking]] that the [[daley]] [[longhorns]] 39 [[violations]] would [[arrive]] the least of coach [[inv]] parcells [[inconvenience]] \? after [[severing]] their starting [[fumbles]] in [[coaches]] [[tabor]] , signing a controversial","Failed"
1.0,469.0,1.0,7.37905502319336e-05,"[[patriots]] down [[cardinals]] 23 12 [[game]] [[stats]] the new [[england]] [[patriots]] [[struggled]] to [[put]] the [[pesky]] [[arizona]] [[cardinals]] away in what [[should]] [[have]] been an [[easy]] [[victory]] of [[mismatched]] [[teams]]",1.0,0.2812507152557373,"[[cowboys]] down [[longhorns]] 23 12 [[matching]] [[digits]] the new [[ying]] [[cowboys]] [[triumphed]] to [[bring]] the [[embarrassing]] [[colorado]] [[giants]] away in what [[must]] [[possess]] been an [[tenderly]] [[triumphal]] of [[unrivalled]] [[machine]]","Failed"
2.0,202.0,2.0,0.0008358955383300781,"ford to recall 474 , 000 [[suvs]] worldwide \( reuters \) reuters ford [[motor]] co said on [[friday]] it was recalling about 474 , 000 escape and mazda [[tribute]] [[sport]] [[utility]] vehicles globally because the accelerator cable may prevent the engine from returning to the idle position , which could increase stopping distance and result in a crash",3.0,0.7741163969039917,"ford to recall 474 , 000 [[suv]] worldwide \( reuters \) reuters ford [[mechanised]] co said on [[hoy]] it was recalling about 474 , 000 escape and mazda [[congratulate]] [[leisure]] [[relevance]] vehicles globally because the accelerator cable may prevent the engine from returning to the idle position , which could increase stopping distance and result in a crash","Successful"
2.0,219.0,2.0,0.0005894899368286133,"unskilled jobs to go there will be no jobs for [[unskilled]] workers in britain within 10 [[years]] , the leading [[employers]] 39 [[organisation]] claims [[today]] the prediction is [[based]] on the [[growth]] in",0.0,0.6819270849227905,"unskilled jobs to go there will be no jobs for [[unconditional]] workers in britain within 10 [[decades]] , the leading [[bosses]] 39 [[organiser]] claims [[dated]] the prediction is [[inspired]] on the [[rising]] in","Successful"
2.0,74.0,2.0,0.3226255774497986,"motorola to cut 1 , 000 jobs new york \( reuters \) telecommunications equipment maker motorola inc lt a href http www [[investor]] reuters com fullquote aspx \? ticker mot n target stocks quickinfo fullquote gt mot n lt a gt said on tuesday that it would cut 1 , 000 jobs and take related charges of about 50 million to focus on its wireless business",3.0,0.518692135810852,"motorola to cut 1 , 000 jobs new york \( reuters \) telecommunications equipment maker motorola inc lt a href http www [[invests]] reuters com fullquote aspx \? ticker mot n target stocks quickinfo fullquote gt mot n lt a gt said on tuesday that it would cut 1 , 000 jobs and take related charges of about 50 million to focus on its wireless business","Successful"
3.0,156.0,3.0,0.0022835731506347656,"good luck and bubblewrap com collard greens and black eyed [[peas]] , a new years tradition , on a chefs [[site]] virtual bubblewrap com [[lets]] you punch holes with your [[mouse]] knowitallvideo com , where amateur instructional videos are posted and [[rated]]",2.0,0.5883594751358032,"good luck and bubblewrap com collard greens and black eyed [[turnips]] , a new years tradition , on a chefs [[placement]] virtual bubblewrap com [[license]] you punch holes with your [[grinning]] knowitallvideo com , where amateur instructional videos are posted and [[classifying]]","Successful"
2.0,69.0,2.0,0.0003681182861328125,"[[union]] leaders held under esma on day 6 of strike new delhi , august 26 the sixth day of the [[truckers]] strike on thursday saw 12 more truckers being arrested under the essential services maintenance act \( esma \) in the capital",0.0,0.9404900670051575,"[[commonwealth]] leaders held under esma on day 6 of strike new delhi , august 26 the sixth day of the [[chauffeurs]] strike on thursday saw 12 more truckers being arrested under the essential services maintenance act \( esma \) in the capital","Successful"
3.0,308.0,3.0,0.00045943260192871094,"stargazers [[enjoy]] [[total]] [[lunar]] eclipse \( [[ap]] \) [[ap]] the [[earth]] 's [[last]] [[total]] [[lunar]] eclipse for [[nearly]] [[two]] and a [[half]] [[years]] [[did]] n't [[disappoint]]",3.0,0.01588040590286255,"stargazers [[receive]] [[fullest]] [[luna]] eclipse \( [[hectares]] \) [[acres]] the [[territory]] 's [[iast]] [[omnibus]] [[luna]] eclipse for [[approximately]] [[three]] and a [[average]] [[olds]] [[do]] n't [[fail]]","Failed"
1.0,481.0,1.0,0.001592099666595459,"natalie coughlin wins 100 m backstroke \( [[ap]] \) [[ap]] american [[natalie]] coughlin won olympic gold in the 100 [[meter]] [[backstroke]] [[monday]] [[night]] coughlin , the only [[woman]] ever to swim under 1 [[minute]] in the [[event]] , [[finished]] first in 1 minute , 0 37 seconds [[kirsty]] [[coventry]] of zimbabwe , who swims at [[auburn]] university in alabama , earned the silver in 1 00 50 [[laure]] manaudou of france [[took]] [[bronze]] in 1 00 88",0.0,0.5121331214904785,"natalie coughlin wins 100 m backstroke \( [[hectare]] \) [[hectares]] american [[tatjana]] coughlin won olympic gold in the 100 [[m]] [[swam]] [[mardi]] [[blackness]] coughlin , the only [[wife]] ever to swim under 1 [[moments]] in the [[protest]] , [[finishes]] first in 1 minute , 0 37 seconds [[jodie]] [[oldham]] of zimbabwe , who swims at [[glittering]] university in alabama , earned the silver in 1 00 50 [[helene]] manaudou of france [[waged]] [[brass]] in 1 00 88","Successful"
3.0,656.0,3.0,0.00022238492965698242,"firefox leaves no [[reason]] to endure [[internet]] explorer that should [[have]] been [[said]] a [[long]] [[time]] [[ago]] after microsoft [[cemented]] a monopoly of the [[web]] [[browser]] [[market]] , it [[let]] internet explorer go stale , parceling out [[ho]] hum [[updates]] that neglected [[vulnerabilities]]",3.0,0.004356026649475098,"firefox leaves no [[motif]] to endure [[web]] explorer that should [[do]] been [[explains]] a [[longest]] [[times]] [[initially]] after microsoft [[solidify]] a monopoly of the [[internet]] [[scouts]] [[mercado]] , it [[left]] internet explorer go stale , parceling out [[hiroshi]] hum [[retrofit]] that neglected [[shortages]]","Failed"
1.0,507.0,1.0,0.00010418891906738281,"usc [[rolls]] to [[easy]] win despite playing [[well]] arizona was [[unable]] the [[hold]] the [[top]] [[ranked]] usc [[trojans]] , [[losing]] 49 9 the [[score]] was a [[bit]] [[deceiving]] as the [[wildcats]] [[hung]] [[tough]] with the [[nations]] best [[team]] for about a quarter and a [[half]]",1.0,0.24751967191696167,"usc [[coil]] to [[tenderly]] win despite playing [[even]] arizona was [[helpless]] the [[detainee]] the [[topped]] [[rated]] usc [[longhorns]] , [[missing]] 49 9 the [[marks]] was a [[piece]] [[misled]] as the [[longhorns]] [[dangling]] [[ferocious]] with the [[state]] best [[squads]] for about a quarter and a [[semesters]]","Failed"
1.0,319.0,1.0,6.99758529663086e-05,"[[poll]] cost [[us]] victory cech [[referee]] graham [[poll]] came under renewed [[fire]] [[today]] as goalkeeper petr cech blamed him for [[costing]] [[chelsea]] victory at [[highbury]] by allegedly reneging on a promise to blow his whistle before thierry henrys free kick",0.0,0.717636227607727,"[[electorate]] cost [[ourselves]] victory cech [[examiners]] graham [[election]] came under renewed [[firefighter]] [[sonntag]] as goalkeeper petr cech blamed him for [[prix]] [[sunderland]] victory at [[paddington]] by allegedly reneging on a promise to blow his whistle before thierry henrys free kick","Successful"
1.0,305.0,1.0,6.520748138427734e-05,"update 1 [[thompson]] [[earns]] celtic a record win over [[rangers]] scottish [[champions]] celtic [[secured]] a record seventh successive win over glasgow [[rivals]] rangers on sunday with a 1 0 victory courtesy of midfielder alan [[thompson]] 39 s [[venomous]] late [[strike]]",2.0,0.9613109827041626,"update 1 [[stephenson]] [[dividend]] celtic a record win over [[warders]] scottish [[buckaroo]] celtic [[insurance]] a record seventh successive win over glasgow [[competitiveness]] rangers on sunday with a 1 0 victory courtesy of midfielder alan [[robinson]] 39 s [[counterproductive]] late [[slapped]]","Successful"
3.0,586.0,3.0,0.00018793344497680664,"[[tracking]] [[service]] [[aims]] to [[ease]] product [[returns]] \( ziff [[davis]] \) ziff [[davis]] a [[texas]] [[company]] [[tries]] to [[take]] a [[little]] bit of the sting out of the [[biggest]] [[online]] retail [[nightmare]] [[returns]]",3.0,0.0006750822067260742,"[[rail]] [[serving]] [[objectives]] to [[relaxation]] product [[returning]] \( ziff [[davies]] \) ziff [[griffiths]] a [[tex]] [[companies]] [[tempting]] to [[selected]] a [[wee]] bit of the sting out of the [[fittest]] [[cyberspace]] retail [[dream]] [[returning]]","Failed"
3.0,213.0,3.0,0.003925442695617676,"japan 39 s ntt docomo [[sees]] [[europe]] embracing hi tech mobile phones tokyo japan 39 s top mobile operator ntt docomo believes europe [[will]] [[embrace]] hi tech telephones and expects a major boost in subscribers on the continent of its i [[mode]] [[internet]] service",2.0,0.5031282901763916,"japan 39 s ntt docomo [[believes]] [[union]] embracing hi tech mobile phones tokyo japan 39 s top mobile operator ntt docomo believes europe [[determination]] [[involving]] hi tech telephones and expects a major boost in subscribers on the continent of its i [[pathways]] [[lnternet]] service","Successful"
1.0,161.0,1.0,9.906291961669922e-05,"[[desert]] turns into parks [[place]] annika sorenstam may be the reigning queen of the lpga [[tour]] , but its grace park who seems to [[be]] royalty in the [[desert]] these [[days]]",3.0,0.6430209875106812,"[[saharan]] turns into parks [[sites]] annika sorenstam may be the reigning queen of the lpga [[trekking]] , but its grace park who seems to [[ai]] royalty in the [[wilderness]] these [[periods]]","Successful"
3.0,241.0,3.0,0.001549363136291504,"acer [[ships]] 64 [[bit]] notebook acer [[america]] [[corp]] on [[monday]] introduced a notebook [[based]] on the 64 bit mobile processor from advanced micro devices inc the [[ferrari]] 3400 , which [[runs]] on the [[mobile]] amd athlon 64 for thin and",2.0,0.7067447900772095,"acer [[dewar]] 64 [[stung]] notebook acer [[latinos]] [[corporations]] on [[ayer]] introduced a notebook [[base]] on the 64 bit mobile processor from advanced micro devices inc the [[bugatti]] 3400 , which [[administers]] on the [[cellular]] amd athlon 64 for thin and","Successful"
2.0,256.0,2.0,0.0001932978630065918,"odyssey warns of weak quarter , ceo quits [[chicago]] \( reuters \) odyssey healthcare inc lt a href [[http]] [[www]] [[investor]] reuters [[com]] fullquote aspx \? ticker odsy o [[target]] [[stocks]] quickinfo fullquote gt odsy o lt a gt on monday warned of an [[earnings]] shortfall , announced the resignation of its chief executive and [[said]] it was the subject of a justice department probe , sending shares of the hospice care provider plummeting 42 percent",3.0,0.6070679426193237,"odyssey warns of weak quarter , ceo quits [[peoria]] \( reuters \) odyssey healthcare inc lt a href [[www]] [[web]] [[capitalism]] reuters [[kom]] fullquote aspx \? ticker odsy o [[objectivity]] [[stock]] quickinfo fullquote gt odsy o lt a gt on monday warned of an [[remuneration]] shortfall , announced the resignation of its chief executive and [[proclaimed]] it was the subject of a justice department probe , sending shares of the hospice care provider plummeting 42 percent","Successful"
1.0,620.0,1.0,7.164478302001953e-05,"[[melvin]] [[faces]] [[major]] [[challenge]] in arizona \( [[ap]] \) ap after the wally backman fiasco , the [[arizona]] diamondbacks were [[fortunate]] to have a handy and willing backup [[choice]] in [[bob]] melvin the [[low]] [[key]] [[melvin]] [[so]] [[coveted]] the [[managing]] [[job]] that he brushed [[aside]] any concern about being the [[team]] 's second choice this is the one i really wanted , he [[said]] this is where i feel most at home that home , though , is in disarray",3.0,0.9659583568572998,"[[hodges]] [[address]] [[enormous]] [[hassle]] in arizona \( [[pa]] \) ap after the wally backman fiasco , the [[tempe]] diamondbacks were [[wealthy]] to have a handy and willing backup [[click]] in [[poppa]] melvin the [[cheaper]] [[keys]] [[dickerson]] [[still]] [[celebrity]] the [[administrator]] [[functions]] that he brushed [[sideways]] any concern about being the [[teamwork]] 's second choice this is the one i really wanted , he [[outlined]] this is where i feel most at home that home , though , is in disarray","Successful"
1.0,94.0,1.0,0.2370428442955017,"woods on top at rain soaked dunlop phoenix miyazaki , japan \( reuters \) tiger woods fired a superb five under par 65 in torrential rain to take a three stoke lead after the first round of the dunlop phoenix [[tournament]] [[thursday]]",0.0,0.526923418045044,"woods on top at rain soaked dunlop phoenix miyazaki , japan \( reuters \) tiger woods fired a superb five under par 65 in torrential rain to take a three stoke lead after the first round of the dunlop phoenix [[competitions]] [[wed]]","Successful"
1.0,623.0,1.0,9.870529174804688e-05,"[[cavaliers]] [[trip]] [[trail]] [[blazers]] 112 88 \( ap \) [[ap]] [[lebron]] [[james]] [[scored]] 12 of his 25 [[points]] in less than [[three]] minutes of the third quarter and [[ira]] newble [[added]] a [[season]] [[high]] 18 as the [[cleveland]] [[cavaliers]] won their [[ninth]] [[straight]] at [[home]] , 112 88 over the portland [[trail]] [[blazers]] on [[wednesday]] [[night]]",1.0,0.0008085370063781738,"[[penguins]] [[adventure]] [[rail]] [[grizzlies]] 112 88 \( ap \) [[oa]] [[mavericks]] [[terrence]] [[accomplished]] 12 of his 25 [[topics]] in less than [[two]] minutes of the third quarter and [[lra]] newble [[supplemental]] a [[seasons]] [[bigger]] 18 as the [[milwaukee]] [[grizzlies]] won their [[eighth]] [[straightaway]] at [[dwellings]] , 112 88 over the portland [[routing]] [[grizzlies]] on [[sundays]] [[nighttime]]","Failed"
2.0,211.0,2.0,0.00021892786026000977,"northwest fee [[increase]] [[has]] [[agents]] [[crying]] foul the [[airline]] said it will begin paying only 5 of the 12 50 cost of booking a northwest [[ticket]] through a global distribution system such as sabre or galileo starting wednesday",3.0,0.5248920917510986,"northwest fee [[enhancing]] [[ai]] [[collaborators]] [[mourns]] foul the [[airspace]] said it will begin paying only 5 of the 12 50 cost of booking a northwest [[banknote]] through a global distribution system such as sabre or galileo starting wednesday","Successful"
